Original_Index,SA2,Price,Z-Score,SA2_Mean,SA2_Std,Deviation_From_Mean,Address,Suburb,Bedrooms,Bathrooms,Floor_Area,Land_Area
19143,Beechboro,2125000,12.085790405259361,458435.7044025157,137894.5223865745,1666564.2955974843,35 Cheltenham Street,Bennett Springs,3,2,180,27323
26020,Forrestfield - Wattle Grove,2041720,10.91497413424844,473601.65497630334,143666.70280081895,1568118.3450236968,57 Coldwell Road,Kenwick,3,1,121,12810
6196,Mindarie - Quinns Rocks - Jindalee,2400000,10.118082557211167,469936.92954363493,190753.83695903997,1930063.0704563651,15 Clarecastle Retreat,Mindarie,5,4,387,1178
9466,Forrestfield - Wattle Grove,1800000,9.23246875695776,473601.65497630334,143666.70280081895,1326398.3450236968,19 Crystal Place,Wattle Grove,5,2,575,11744
5674,Wanneroo - Sinagra,1650000,9.220812595261464,518958.41985723557,122661.81190191435,1131041.5801427644,14 Stafford Way,Wanneroo,4,2,216,11280
26811,Rockingham Lakes,1350000,8.526322342114534,326341.1417721519,120058.66270990406,1023658.8582278481,6 Florence Street,Rockingham,5,3,333,375
20204,Kalamunda - Maida Vale - Gooseberry Hill,2150000,8.0760872201413,479757.75092421443,206813.29999882824,1670242.2490757855,39 Abraham Close,Baskerville,4,4,370,40033
30701,Wanneroo - Sinagra,1495000,7.957175627922806,518958.41985723557,122661.81190191435,976041.5801427644,8 Calophylla Court,Wanneroo,4,2,375,4000
13826,Murdoch - Kardinya,2200000,7.844421685906594,589506.6455399061,205304.28104770687,1610493.354460094,24/21 Ocean Drive,North Coogee,4,3,375,18248
10445,Mindarie - Quinns Rocks - Jindalee,1930000,7.654174058736655,469936.92954363493,190753.83695903997,1460063.0704563651,2 Kings Lynn Rise,Mindarie,4,2,349,700
22189,Maddington - Orange Grove - Martin,2200000,7.579867961846564,462390.1898527005,229240.1159088255,1737609.8101472994,42 Hayward Road,Martin,6,3,482,10003
15267,Piara Waters - Forrestdale,2172500,7.3612774515759165,469187.012718601,231388.23369804525,1703312.987281399,272 Streich Avenue,Armadale,3,1,120,693
29465,Kalamunda - Maida Vale - Gooseberry Hill,2000000,7.350795374786819,479757.75092421443,206813.29999882824,1520242.2490757855,7 Spring Avenue,Midland,3,2,196,4047
19691,Murdoch - Kardinya,2054000,7.133282106863555,589506.6455399061,205304.28104770687,1464493.354460094,37 Arabella Loop,North Coogee,5,4,556,741
23627,Wanneroo - Sinagra,1375000,6.97887604030578,518958.41985723557,122661.81190191435,856041.5801427644,49 Distinction Road,Wangara,2,1,830,1320
6803,Piara Waters - Forrestdale,2050000,6.831864187806165,469187.012718601,231388.23369804525,1580812.987281399,153 Allen Road,Forrestdale,4,3,433,41253
12409,Wanneroo - Sinagra,1350000,6.775063626218899,518958.41985723557,122661.81190191435,831041.5801427644,22 James Spiers Drive,Wanneroo,4,2,343,2019
29299,Lockridge - Kiara,1400000,6.670371164794272,448533.7236641221,142640.6796307898,951466.2763358778,7 North Road,Bassendean,4,2,327,2177
13346,Perth Airport,2420000,6.494567335506035,576291.5412262157,283884.7244979913,1843708.4587737843,239 Midland Road,Hazelmere,3,2,230,56878
32038,Casuarina - Wandi,1600000,6.442301514183362,377879.49912587414,189702.4686260814,1222120.5008741259,879 Thomas Road,Anketell,4,2,305,40945
7530,Belmont - Ascot - Redcliffe,2090000,6.399158806731602,591958.7529069767,234099.71409322694,1498041.2470930233,16 The Riverwalk,Ascot,4,3,355,509
17609,Maddington - Orange Grove - Martin,1900000,6.271196489531843,462390.1898527005,229240.1159088255,1437609.8101472994,30 White Road,Orange Grove,3,2,400,38640
19608,Maddington - Orange Grove - Martin,1900000,6.271196489531843,462390.1898527005,229240.1159088255,1437609.8101472994,36 Warfield Place,Martin,5,3,328,30567
17824,Lockridge - Kiara,1325000,6.144574455229163,448533.7236641221,142640.6796307898,876466.2763358778,31 HARDY ROAD,Ashfield,4,4,400,998
28177,Ellenbrook,2200000,6.080091194652778,556913.86875,270240.3761139365,1643086.13125,65 Cathedral Avenue,Brigadoon,4,2,235,38672
18363,Casuarina - Wandi,1530000,6.073302626045667,377879.49912587414,189702.4686260814,1152120.5008741259,320 Marri Park Drive,Casuarina,4,4,700,9986
11976,Perth Airport,2300000,6.071860547699109,576291.5412262157,283884.7244979913,1723708.4587737843,21 Swan Street,Henley Brook,3,1,410,42375
29949,Serpentine - Jarrahdale,2300000,5.985437705116232,598935.1359516616,284200.57944873476,1701064.8640483385,726 Westcott Road,Keysbrook,3,2,206,384707
30360,Mundijong,2400000,5.975498074881251,603505.5764023211,300643.46119522094,1796494.423597679,78 Bruns Drive,Darling Downs,3,1,82,306500
6072,Wanneroo - Sinagra,1250000,5.9598139698713775,518958.41985723557,122661.81190191435,731041.5801427644,15 Agonis Place,Wanneroo,4,2,259,4100
29146,Wanneroo - Sinagra,1250000,5.9598139698713775,518958.41985723557,122661.81190191435,731041.5801427644,7 Kentia Loop,Wanneroo,4,3,327,4118
4937,Perth Airport,2250000,5.895732719446223,576291.5412262157,283884.7244979913,1673708.4587737843,132 Swan Street,Guildford,4,2,232,3542
9213,Ellenbrook,2130000,5.821062543913752,556913.86875,270240.3761139365,1573086.13125,184 Copley Road,Upper Swan,4,2,209,63415
19044,Jandakot,1550000,5.799168229297526,564175.6062992126,169994.101692098,985824.3937007874,343 Lyon Road,Banjup,4,1,143,40643
17632,Piara Waters - Forrestdale,1805490,5.775155313321743,469187.012718601,231388.23369804525,1336302.987281399,300 Keane Road,Forrestdale,4,1,174,20055
31780,Wanneroo - Sinagra,1215000,5.674476590149745,518958.41985723557,122661.81190191435,696041.5801427644,84 Bebich Drive,Wanneroo,5,4,372,10201
26918,Wanneroo - Sinagra,1202500,5.572570383106305,518958.41985723557,122661.81190191435,683541.5801427644,6 James Spiers Drive,Wanneroo,4,2,281,2205
25829,Lesmurdie - Bickley - Carmel,2250000,5.548182847145512,561552.7089072544,304324.37747819285,1688447.2910927455,550 Lake Road,Champion Lakes,4,2,284,33807
6382,Ocean Reef,1675000,5.545359811544989,606561.259977195,192672.57244487587,1068438.740022805,15 Iluka Avenue,Mullaloo,5,4,210,809
9660,Perth Airport,2150000,5.543477062940452,576291.5412262157,283884.7244979913,1573708.4587737843,19 Market Street,Guildford,4,4,450,2713
4086,Kalamunda - Maida Vale - Gooseberry Hill,1620000,5.513389366555468,479757.75092421443,206813.29999882824,1140242.2490757855,120 Weir Road,Baskerville,4,4,290,42240
22450,Jandakot,1500000,5.505040377199678,564175.6062992126,169994.101692098,935824.3937007874,43 Hausen Court,Banjup,4,3,398,21035
9937,Neerabup National Park,1273000,5.503926676996736,467800.70680628275,146295.42514782937,805199.2931937173,1954L Wanneroo Road,Neerabup,2,2,134,14056
11283,Warnbro,1350000,5.491229467221986,415480.118,170184.08856856127,934519.882,20 Pembroke Court,Warnbro,4,2,250,3365
15341,Warnbro,1350000,5.491229467221986,415480.118,170184.08856856127,934519.882,28 Arcadia Drive,Shoalwater,3,2,185,835
9183,Neerabup National Park,1270000,5.483420225773339,467800.70680628275,146295.42514782937,802199.2931937173,1814 Wanneroo Road,Neerabup,4,2,293,36018
18717,Kalamunda - Maida Vale - Gooseberry Hill,1610000,5.4650365768651685,479757.75092421443,206813.29999882824,1130242.2490757855,336 Padbury Avenue,Herne Hill,4,2,255,67392
5588,Murdoch - Kardinya,1700000,5.409012168635913,589506.6455399061,205304.28104770687,1110493.354460094,14 Patriot Link,North Coogee,5,4,400,441
29157,Mindarie - Quinns Rocks - Jindalee,1500000,5.399959900557847,469936.92954363493,190753.83695903997,1030063.0704563651,7 Kings Lynn Rise,Mindarie,4,3,295,1326
31722,Belmont - Ascot - Redcliffe,1850000,5.373954649906262,591958.7529069767,234099.71409322694,1258041.2470930233,83 Fauntleroy Avenue,Ascot,5,2,465,1307
1484,Perth Airport,2100000,5.367349234687566,576291.5412262157,283884.7244979913,1523708.4587737843,10 Victoria Street,Guildford,5,2,298,4641
9953,Neerabup National Park,1250000,5.346710550950697,467800.70680628275,146295.42514782937,782199.2931937173,1974 Wanneroo Road,Neerabup,5,3,351,20980
19989,Piara Waters - Forrestdale,1700000,5.319254862749734,469187.012718601,231388.23369804525,1230812.987281399,38 Canns Road,Bedfordale,5,2,367,39975
23383,Jandakot,1460000,5.269738095521399,564175.6062992126,169994.101692098,895824.3937007874,477 Beenyup Road,Banjup,6,4,305,20484
22603,Piara Waters - Forrestdale,1675260,5.212334992172888,469187.012718601,231388.23369804525,1206072.987281399,44 Anstey Road,Forrestdale,4,2,177,20627
20339,Jandakot,1450000,5.210912525101829,564175.6062992126,169994.101692098,885824.3937007874,39 Muir Court,Banjup,5,4,256,2020
28626,Mundaring,1650000,5.127331955207859,564910.7292418772,211628.44150474624,1085089.2707581227,6915 Great Eastern Highway,Mundaring,3,1,50,2022
2047,Kalamunda - Maida Vale - Gooseberry Hill,1535000,5.1023906541879285,479757.75092421443,206813.29999882824,1055242.2490757855,11 Almondtree Lane,Maida Vale,4,2,336,4005
27706,Rockingham Lakes,935000,5.069678809421202,326341.1417721519,120058.66270990406,608658.8582278481,61 Esplanade,Rockingham,4,1,159,526
22013,Ocean Reef,1582500,5.065270721404956,606561.259977195,192672.57244487587,975938.740022805,41 Pine Valley Pass,Connolly,4,3,524,817
26814,Forrestfield - Wattle Grove,1200000,5.056135700634705,473601.65497630334,143666.70280081895,726398.3450236967,6 Fontano Road,Wattle Grove,4,3,200,1907
10493,Winthrop,1900000,5.032882810775578,803064.6754098361,217953.67900114562,1096935.3245901638,2 Luks Cove,Winthrop,5,3,333,845
22606,Murdoch - Kardinya,1620000,5.019346645872604,589506.6455399061,205304.28104770687,1030493.3544600939,44 Arabella Loop,North Coogee,5,3,354,648
31913,Perth Airport,2000000,5.015093578181795,576291.5412262157,283884.7244979913,1423708.4587737843,8511 West Swan Road,Henley Brook,4,3,457,40008
8438,Perth Airport,1980000,4.944642446880641,576291.5412262157,283884.7244979913,1403708.4587737843,170 Bushmead Road,Hazelmere,2,1,125,30286
32440,Wanneroo - Sinagra,1125000,4.940751899436976,518958.41985723557,122661.81190191435,606041.5801427644,9 Decora Court,Wanneroo,4,2,247,4093
7241,Kalamunda - Maida Vale - Gooseberry Hill,1500000,4.933155890271883,479757.75092421443,206813.29999882824,1020242.2490757855,16 Hibbertia Court,Maida Vale,5,3,347,10521
360,Kalamunda - Maida Vale - Gooseberry Hill,1500000,4.933155890271883,479757.75092421443,206813.29999882824,1020242.2490757855,1 Memorial Avenue,Baskerville,3,1,100,54696
4204,Mundaring,1600000,4.891068815695591,564910.7292418772,211628.44150474624,1035089.2707581228,1240 Martin Road,Mundaring,6,5,500,76163
12850,Mindarie - Quinns Rocks - Jindalee,1400000,4.875724049818588,469936.92954363493,190753.83695903997,930063.0704563651,23 Belize Way,Mindarie,4,3,297,858
25951,Casuarina - Wandi,1300000,4.860877707878955,377879.49912587414,189702.4686260814,922120.5008741259,56 Scovell Crescent,Anketell,4,2,314,20171
3687,Wanneroo - Sinagra,1115000,4.859226933802224,518958.41985723557,122661.81190191435,596041.5801427644,12 Kentia Loop,Wanneroo,4,2,211,4003
1319,Neerabup National Park,1175000,4.834049270365788,467800.70680628275,146295.42514782937,707199.2931937173,10 Panorama Place,Carramar,4,3,342,20400
9645,Lesmurdie - Bickley - Carmel,2025000,4.808840169886202,561552.7089072544,304324.37747819285,1463447.2910927455,19 Loaring Road,Bickley,4,3,358,38909
737,Perth (West) - Northbridge,2300000,4.792937491654305,745222.9861111111,324389.1698141572,1554777.013888889,1/6 Bellevue Terrace,West Perth,3,3,184,2133
3123,Warnbro,1225000,4.756730719122854,415480.118,170184.08856856127,809519.882,116 Arcadia Drive,Shoalwater,5,2,157,788
18101,Maddington - Orange Grove - Martin,1550000,4.744413105164669,462390.1898527005,229240.1159088255,1087609.8101472994,32 Boyle Lane,Orange Grove,5,3,378,21942
7067,Wanneroo - Sinagra,1100000,4.736939485350096,518958.41985723557,122661.81190191435,581041.5801427644,16 Canna Place,Wanneroo,6,2,250,14900
509,Padbury,2195000,4.736443062042942,723002.7368421053,310781.15874636674,1471997.2631578948,1 St Ives Loop,Kallaroo,4,4,477,1000
15989,Canning Vale - East,1235000,4.728794156372241,623297.5852534563,129356.95539258143,611702.4147465437,29 Sheldrake Way,Willetton,4,2,338,841
21721,Lesmurdie - Bickley - Carmel,2000000,4.7266909835240565,561552.7089072544,304324.37747819285,1438447.2910927455,40 Mitchell Road,Walliston,4,3,220,8201
25525,Piara Waters - Forrestdale,1560000,4.714211132727161,469187.012718601,231388.23369804525,1090812.987281399,533 Nicholson Road,Forrestdale,4,2,205,34658
25636,Alkimos - Eglinton,905000,4.703757295629843,405001.77894736844,106297.62328876297,499998.22105263156,54 Pipidinny Road,Eglinton,3,1,100,20231
30479,Kalamunda - Maida Vale - Gooseberry Hill,1450000,4.691391941820389,479757.75092421443,206813.29999882824,970242.2490757855,79 Vine Street,Herne Hill,5,2,295,30376
13613,Kalamunda - Maida Vale - Gooseberry Hill,1450000,4.691391941820389,479757.75092421443,206813.29999882824,970242.2490757855,24 Kings Row,Baskerville,4,2,255,40112
26121,Jandakot,1360000,4.6814823913257015,564175.6062992126,169994.101692098,795824.3937007874,57 Triandra Court,Banjup,4,2,411,20181
32257,Lockridge - Kiara,1115000,4.672343668446861,448533.7236641221,142640.6796307898,666466.2763358778,9 Ashfield Parade,Ashfield,4,2,300,1151
13461,Neerabup National Park,1150000,4.663162176837484,467800.70680628275,146295.42514782937,682199.2931937173,24 Carramar Road,Carramar,5,3,359,5012
27913,Perth Airport,1900000,4.662837921676023,576291.5412262157,283884.7244979913,1323708.4587737843,6241 West Swan Road,West Swan,4,2,212,58034
4083,Casuarina - Wandi,1260000,4.6500212003717,377879.49912587414,189702.4686260814,882120.5008741259,120 Scovell Crescent,Anketell,4,2,277,20453
18533,Lockridge - Kiara,1110000,4.637290554475854,448533.7236641221,142640.6796307898,661466.2763358778,33 Hardy Road,Ashfield,5,3,254,943
17661,Wanneroo - Sinagra,1085000,4.614652036897967,518958.41985723557,122661.81190191435,566041.5801427644,305 Badgerup Road,Wanneroo,5,3,256,10005
4138,Warnbro,1200000,4.609830969503028,415480.118,170184.08856856127,784519.882,122 Warnbro Beach Road,Waikiki,4,2,267,789
2540,Casuarina - Wandi,1250000,4.597307073494887,377879.49912587414,189702.4686260814,872120.5008741259,11 Miyak Court,Anketell,4,2,264,24006
26387,Serpentine - Jarrahdale,1900000,4.577981039208366,598935.1359516616,284200.57944873476,1301064.8640483385,590 Hopeland Road,Hopeland,5,2,340,198966
24041,Winthrop,1800000,4.574069725085594,803064.6754098361,217953.67900114562,996935.3245901639,5 Craig Place,Winthrop,5,3,380,812
4683,Winthrop,1800000,4.574069725085594,803064.6754098361,217953.67900114562,996935.3245901639,13 Neumann Grove,Winthrop,4,3,393,851
6915,Chittering,1500000,4.572685355502187,498796.7474747475,218953.0165946214,1001203.2525252525,1597 Neaves Road,Bullsbrook,9,4,371,81448
18387,Kalamunda - Maida Vale - Gooseberry Hill,1425000,4.570509967594642,479757.75092421443,206813.29999882824,945242.2490757855,325 Haddrill Road,Baskerville,4,3,339,61468
28262,Rockingham Lakes,875000,4.569923117947467,326341.1417721519,120058.66270990406,548658.8582278481,65A Rockingham Beach Road,Rockingham,4,2,213,482
77,Lockridge - Kiara,1100000,4.567184326533839,448533.7236641221,142640.6796307898,651466.2763358778,1 Carnegie Road,Bassendean,4,2,251,1012
8129,Fremantle - South,2202500,4.548034727276254,868886.4134615385,293228.5407893404,1333613.5865384615,17 Keeling Way,South Fremantle,4,3,371,511
29481,Glen Forrest - Darlington,1850000,4.546379444689759,643897.1544715447,265288.6456578547,1206102.8455284555,7 Stone Crescent,Darlington,5,1,307,4459
9918,Kalamunda - Maida Vale - Gooseberry Hill,1420000,4.546333572749493,479757.75092421443,206813.29999882824,940242.2490757855,1940 Clayton Road,Helena Valley,4,2,294,36540
12764,Maddington - Orange Grove - Martin,1500000,4.526301193112215,462390.1898527005,229240.1159088255,1037609.8101472994,227 Maddington Road,Maddington,2,1,72,23032
14457,Casuarina - Wandi,1235000,4.518235883179667,377879.49912587414,189702.4686260814,857120.5008741259,26 Casella Place,Wandi,4,2,355,20014
16471,Beeliar - Wattleup,1900000,4.492754076135265,780597.1633986929,249157.38044674692,1119402.8366013071,3 Cyprus Court,Coogee,6,6,627,705
9161,Perth Airport,1850000,4.486710093423137,576291.5412262157,283884.7244979913,1273708.4587737843,180 George Street,West Swan,4,2,258,37560
25523,Mundijong,1950000,4.478708494921635,603505.5764023211,300643.46119522094,1346494.423597679,530 Leipold Road,Oldbury,4,2,260,172535
13057,Casuarina - Wandi,1225000,4.465521756302853,377879.49912587414,189702.4686260814,847120.5008741259,23 Lill Place,Anketell,6,4,300,19998
562,Canning Vale - East,1200000,4.45822501771418,623297.5852534563,129356.95539258143,576702.4147465437,1 Valley Close,Canning Vale,5,2,290,10000
17736,Kalamunda - Maida Vale - Gooseberry Hill,1400000,4.449627993368895,479757.75092421443,206813.29999882824,920242.2490757855,31 Bromley Road,Herne Hill,5,5,650,18188
4059,Baldivis - South,1012000,4.439641967513709,419363.4259259259,133487.47002812094,592636.5740740742,120 Churcher Road,Baldivis,4,2,280,20041
9301,Ocean Reef,1460000,4.429477061489777,606561.259977195,192672.57244487587,853438.740022805,18A Mabena Place,Ocean Reef,4,3,331,508
25089,Lockridge - Kiara,1080000,4.426971870649811,448533.7236641221,142640.6796307898,631466.2763358778,51 Hardy Road,Ashfield,5,2,300,1401
19655,Mundaring,1500000,4.418542536671052,564910.7292418772,211628.44150474624,935089.2707581228,3680 Richardson Road,Parkerville,5,3,249,44358
24970,Perth Airport,1825000,4.398646179296695,576291.5412262157,283884.7244979913,1248708.4587737843,50 Saunders Street,Henley Brook,4,3,280,20227
28423,Lockridge - Kiara,1075000,4.391918756678804,448533.7236641221,142640.6796307898,626466.2763358778,67 Whitfield Street,Bassendean,4,2,266,1056
14271,Ocean Reef,1450000,4.377575538231396,606561.259977195,192672.57244487587,843438.740022805,25 Vigilant Terrace,Ocean Reef,5,2,365,783
10747,Kalamunda - Maida Vale - Gooseberry Hill,1385000,4.3770988088334475,479757.75092421443,206813.29999882824,905242.2490757855,2 Weir Road,Baskerville,4,2,207,71503
26907,Murdoch - Kardinya,1480000,4.337431981036813,589506.6455399061,205304.28104770687,890493.3544600939,6 Hydaspe Vista,North Coogee,6,4,500,534
16882,Murdoch - Kardinya,1480000,4.337431981036813,589506.6455399061,205304.28104770687,890493.3544600939,3 Newark Turn,North Coogee,4,2,350,585
27602,Casuarina - Wandi,1200000,4.333736439110819,377879.49912587414,189702.4686260814,822120.5008741259,60 Orton Road,Casuarina,4,2,160,41182
31843,Casuarina - Wandi,1200000,4.333736439110819,377879.49912587414,189702.4686260814,822120.5008741259,84 The Horseshoe,Wandi,4,2,299,20235
6452,Murdoch - Kardinya,1477800,4.326716179160822,589506.6455399061,205304.28104770687,888293.3544600939,15 Lullworth Terrace,North Coogee,4,2,340,469
29906,Jandakot,1290000,4.269703398388714,564175.6062992126,169994.101692098,725824.3937007874,72 Gutteridge Road,Banjup,6,3,322,20698
4209,Maddington - Orange Grove - Martin,1440000,4.264566898649271,462390.1898527005,229240.1159088255,977609.8101472994,125 Connell Avenue,Martin,5,3,53,10763
30588,Ballajura,850000,4.255686802613929,420807.3768115942,100851.55301484758,429192.6231884058,8 Alta Laguna Crescent,Ballajura,5,3,307,900
4143,Beechboro,1045000,4.253717156023832,458435.7044025157,137894.5223865745,586564.2955974843,123 Bridgeman Drive,Bennett Springs,5,4,401,490
15292,Mundaring,1465000,4.253158339012463,564910.7292418772,211628.44150474624,900089.2707581228,2790 Thomas Road,Mahogany Creek,5,3,318,17882
29729,Lesmurdie - Bickley - Carmel,1850000,4.2337958653511825,561552.7089072544,304324.37747819285,1288447.2910927455,70 John Farrant Drive,Gooseberry Hill,4,4,334,11274
12909,Singleton - Golden Bay - Secret Harbour,1040000,4.229462436769565,461583.0091324201,136758.98521736744,578416.9908675798,23 Cobblestones Circuit,Secret Harbour,5,4,460,797
7179,Iluka - Burns Beach,1770000,4.223930331901537,715964.8845577211,249538.9442107042,1054035.1154422788,16 Fernando Parkway,Iluka,4,3,409,626
4255,Jandakot,1280000,4.210877827969145,564175.6062992126,169994.101692098,715824.3937007874,126 Merrit Loop,Jandakot,4,1,273,22127
8561,Kalamunda - Maida Vale - Gooseberry Hill,1350000,4.207864044917402,479757.75092421443,206813.29999882824,870242.2490757855,1780 Katharine Street,Helena Valley,4,2,337,7604
20210,Wembley Downs - Churchlands - Woodlands,2400000,4.203623225704737,966601.5,340991.1933198273,1433398.5,39 Appleberry Street,Churchlands,4,2,384,471
5334,Riverton - Shelley - Rossmoyne,2400000,4.16384211486168,802721.9448621554,383606.77736478136,1597278.0551378448,14 Etna Place,Rossmoyne,4,3,305,766
22573,Mundijong,1850000,4.146088588263943,603505.5764023211,300643.46119522094,1246494.423597679,435 King Road,Oldbury,4,2,160,90759
15026,Jandakot,1265000,4.12263947233979,564175.6062992126,169994.101692098,700824.3937007874,27 Glendale Crescent,Jandakot,5,2,242,11750
6137,Mindarie - Quinns Rocks - Jindalee,1250000,4.089370273709702,469936.92954363493,190753.83695903997,780063.0704563651,15 Birkenhead Ridge,Mindarie,4,3,392,759
21633,Mindarie - Quinns Rocks - Jindalee,1250000,4.089370273709702,469936.92954363493,190753.83695903997,780063.0704563651,40 Clarecastle Retreat,Mindarie,4,2,267,411
3690,Canning Vale - East,1150000,4.071697676774093,623297.5852534563,129356.95539258143,526702.4147465437,12 Kielman Road,Willetton,5,2,342,956
17625,Rockingham Lakes,815000,4.070167426473732,326341.1417721519,120058.66270990406,488658.8582278481,30/43 Rockingham Beach Road,Rockingham,3,2,159,214
19068,Casuarina - Wandi,1150000,4.070165804726751,377879.49912587414,189702.4686260814,772120.5008741259,348 Rowley Road,Wandi,4,2,227,19997
25295,Lesmurdie - Bickley - Carmel,1800000,4.069497492626891,561552.7089072544,304324.37747819285,1238447.2910927455,52 Lenori Road,Gooseberry Hill,4,4,519,2004
4422,Murdoch - Kardinya,1420000,4.045182838964331,589506.6455399061,205304.28104770687,830493.3544600939,13 Battye Road,Kardinya,5,3,300,928
2455,Bentley - Wilson - St James,1150000,4.036307995228428,553619.3671641791,147753.9953692433,596380.6328358209,11 Langler Street,East Victoria Park,4,2,198,616
1384,Wanneroo - Sinagra,1012500,4.023596036046015,518958.41985723557,122661.81190191435,493541.58014276443,10 Rome Road,Wanneroo,8,4,240,20454
25367,Piara Waters - Forrestdale,1400000,4.022732584129936,469187.012718601,231388.23369804525,930812.9872813991,529 Rowley Road,Forrestdale,5,3,325,40479
3180,Warnbro,1100000,4.022231971023722,415480.118,170184.08856856127,684519.882,118 Arcadia Drive,Shoalwater,4,3,74,788
3934,Warnbro,1100000,4.022231971023722,415480.118,170184.08856856127,684519.882,12 St Malo Cove,Warnbro,4,2,288,4135
30052,Forrestfield - Wattle Grove,1050000,4.012052436553941,473601.65497630334,143666.70280081895,576398.3450236967,74 Gibbs Street,East Cannington,2,1,101,1011
1944,Dianella - North,750000,4.002868803056018,368904.97202797205,95205.4755532028,381095.02797202795,109 Chesterfield Road,Mirrabooka,5,4,281,294
23731,Mundaring,1410000,3.993268885548967,564910.7292418772,211628.44150474624,845089.2707581228,490 Zamia Drive,Mundaring,4,2,357,10312
7277,Lesmurdie - Bickley - Carmel,1775000,3.987348306264746,561552.7089072544,304324.37747819285,1213447.2910927455,16 John Farrant Drive,Gooseberry Hill,5,4,222,11819
23354,Glen Forrest - Darlington,1700000,3.980957582672126,643897.1544715447,265288.6456578547,1056102.8455284555,47 Stone Crescent,Darlington,5,3,434,2610
20638,Murdoch - Kardinya,1405000,3.972120553446211,589506.6455399061,205304.28104770687,815493.3544600939,4 Cambria Link,North Coogee,4,2,357,586
2111,Fremantle - South,2033000,3.9699873123018317,868886.4134615385,293228.5407893404,1164113.5865384615,11 Beard Street,Beaconsfield,4,3,501,1012
15782,Kalamunda - Maida Vale - Gooseberry Hill,1300000,3.966100096465908,479757.75092421443,206813.29999882824,820242.2490757855,29 Bruce Road,Maida Vale,5,3,335,10386
30379,Kalamunda - Maida Vale - Gooseberry Hill,1300000,3.966100096465908,479757.75092421443,206813.29999882824,820242.2490757855,78 Hawkvalley Crescent,Maida Vale,5,3,249,400
23064,Kalamunda - Maida Vale - Gooseberry Hill,1300000,3.966100096465908,479757.75092421443,206813.29999882824,820242.2490757855,46 Bruce Road,Maida Vale,5,2,283,9515
19322,Lockridge - Kiara,1012000,3.9502495206441126,448533.7236641221,142640.6796307898,563466.2763358778,35 Wilson Street,Bassendean,4,2,166,1013
15356,Padbury,1950000,3.9481069834071443,723002.7368421053,310781.15874636674,1226997.2631578948,28 Barbados Turn,Hillarys,5,4,371,700
26576,Murdoch - Kardinya,1400000,3.947766458273504,589506.6455399061,205304.28104770687,810493.3544600939,6 Bombay Heights,North Coogee,5,4,440,539
20108,Murdoch - Kardinya,1400000,3.947766458273504,589506.6455399061,205304.28104770687,810493.3544600939,38 Riley Road,Kardinya,4,3,454,735
31978,Mundaring,1400000,3.946016257646513,564910.7292418772,211628.44150474624,835089.2707581228,865 Martin Road,Mundaring,5,3,301,7304
25364,Iluka - Burns Beach,1700000,3.9434129953334467,715964.8845577211,249538.9442107042,984035.1154422789,528 Burns Beach Road,Burns Beach,5,4,441,565
17972,Kalamunda - Maida Vale - Gooseberry Hill,1295000,3.941923701620759,479757.75092421443,206813.29999882824,815242.2490757855,31 The Crescent,Helena Valley,4,2,341,4000
8754,Singleton - Golden Bay - Secret Harbour,1000000,3.936977084261112,461583.0091324201,136758.98521736744,538416.9908675798,18 Drummonds Approach,Secret Harbour,4,3,379,708
9360,Mindarie - Quinns Rocks - Jindalee,1215000,3.9058877259509615,469936.92954363493,190753.83695903997,745063.0704563651,19 Baton Rouge Drive,Mindarie,4,2,300,724
16629,Jandakot,1228000,3.904984861787382,564175.6062992126,169994.101692098,663824.3937007874,3 Harper Road,Banjup,5,2,251,20004
19046,Warnbro,1080000,3.9047121713278616,415480.118,170184.08856856127,664519.882,344 Safety Bay Road,Safety Bay,4,3,295,697
26152,Ellenbrook,1610000,3.896849709852412,556913.86875,270240.3761139365,1053086.13125,58 Boulonnais Drive,Brigadoon,5,2,282,46772
23199,Jandakot,1225000,3.887337190661511,564175.6062992126,169994.101692098,660824.3937007874,469 Beenyup Road,Banjup,5,2,279,20234
31248,Wembley Downs - Churchlands - Woodlands,2291250,3.884700033169381,966601.5,340991.1933198273,1324648.5,8 Porlock Way,Karrinyup,5,5,495,910
25703,Jandakot,1220000,3.8579244054517265,564175.6062992126,169994.101692098,655824.3937007874,55 Boeing Way,Jandakot,4,2,200,23000
24949,Kalamunda - Maida Vale - Gooseberry Hill,1277000,3.854888680178221,479757.75092421443,206813.29999882824,797242.2490757855,50 Loton Road,Millendon,4,2,212,19025
19857,Kalamunda - Maida Vale - Gooseberry Hill,1275000,3.8452181222401616,479757.75092421443,206813.29999882824,795242.2490757855,37 Rhodes Place,Maida Vale,6,2,270,10109
5826,Kalamunda - Maida Vale - Gooseberry Hill,1275000,3.8452181222401616,479757.75092421443,206813.29999882824,795242.2490757855,140 William Street,Herne Hill,4,2,260,51251
27939,Bicton - Palmyra,2300000,3.8406721146251663,870817.5889570552,372117.7878217357,1429182.4110429448,63 Beach Street,Bicton,5,3,404,1011
21324,Lesmurdie - Bickley - Carmel,1730000,3.839479770812884,561552.7089072544,304324.37747819285,1168447.2910927455,4 Sing Gardens,Walliston,4,2,288,12080
21948,Jandakot,1215000,3.8285116202419416,564175.6062992126,169994.101692098,650824.3937007874,41 Hausen Court,Banjup,4,2,231,20033
